所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,,类型可选值列表,阶段可选值列表
/企业客户(#8),修改企业_联系人输入为中文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:王德发
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮",1.修改成功,,2,功能测试,,,,
/企业客户(#8),修改企业_联系人输入为英文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:Tom
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮",1.修改成功,,2,功能测试,,,,
/企业客户(#8),修改企业_联系人输入为数字,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:123
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系人只能为3-20位字母加汉字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人输入为特殊字符,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:@@@
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系人只能为3-20位字母加汉字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人输入长度过短（3-20）,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:ab
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系人只能为3-20位字母加汉字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人输入长度过长（3-20）,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:a(x21)
联系电话:12345678910
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系人只能为3-20位字母加汉字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人电话为空,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:王德发
联系电话:
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系电话不能为空
2.弹框提示：企业名称、地址、联系人、行业、电话不能为空",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人电话为数字,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:王德发
联系电话:1234567890
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮",1.修改成功,,2,功能测试,,,,
/企业客户(#8),修改企业_联系人电话为中文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:王德发
联系电话:我
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系电话只能为数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人电话为英文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:王德发
联系电话:phone
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系电话只能为数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_联系人电话为特殊字符,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:@@@
联系电话:1234567890
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮","1.提示：*联系电话只能为数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_邮箱格式输入正确,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789@163.com
QQ:123456789
3.点击“保存”按钮",1.修改成功,,2,功能测试,,,,
/企业客户(#8),修改企业_邮箱格式输入错误,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:123456789
3.点击“保存”按钮","1.提示：*请输入正确的邮箱
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入为中文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:我
3.点击“保存”按钮","1.提示：*QQ只能为5-11位的数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入为英文,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:qq
3.点击“保存”按钮","1.提示：*QQ只能为5-11位的数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入为特殊字符,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:@@@
3.点击“保存”按钮","1.提示：*QQ只能为5-11位的数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入为数字 ,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:123456789
3.点击“保存”按钮",1.修改成功,,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入长度过短（5-11）,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:1234
3.点击“保存”按钮","1.提示：*QQ只能为5-11位的数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
/企业客户(#8),修改企业_QQ输入长度过长（5-11）,1.使用管理员账户登录成功，进入企业客户界面,"1.点击“修改企业”按钮
2.输入：
企业名称:上海纸飞机穿越黑洞梦想无限公司
所属行业:科技
企业地址:上海黄浦江底三千米
联系人:12345678910
联系电话:1234567890
邮箱:123456789
QQ:1234567890000000
3.点击“保存”按钮","1.提示：*QQ只能为5-11位的数字
2.弹框提示:输入格式错误，请重新输入",,2,功能测试,,,,
